Id,Id2,Geography,Estimate; Total:,total," < $30,000","$30,000 - $44,999","$45,000 - $59,999","$60,000 - $99,999","$100,000 - $124,999","$125,000 - $149,999","$150,000 - $199,999",">$200,000",diversity,normalised_diversity
1500000US250092661001,250092661001,"Block Group 1, Census Tract 2661, Essex County, Massachusetts",451,451,41,25,7,158,54,20,88,58,1.78536788298482,0.86989006565157
1500000US250092661004,250092661004,"Block Group 4, Census Tract 2661, Essex County, Massachusetts",304,304,0,32,32,49,49,7,102,33,1.75663679837727,0.855891334458022
1500000US250092682001,250092682001,"Block Group 1, Census Tract 2682, Essex County, Massachusetts",512,512,74,33,26,96,32,44,104,103,1.95204506473614,0.951100681098443
1500000US250092682002,250092682002,"Block Group 2, Census Tract 2682, Essex County, Massachusetts",425,425,50,0,70,27,0,112,52,114,1.68539132735915,0.821178193232632
1500000US250092682003,250092682003,"Block Group 3, Census Tract 2682, Essex County, Massachusetts",829,829,207,71,56,223,44,30,71,127,1.86600500702301,0.909179129710608
1500000US250092683001,250092683001,"Block Group 1, Census Tract 2683, Essex County, Massachusetts",717,717,206,62,129,175,32,48,31,34,1.8229848687281,0.888218300694721
1500000US250092684003,250092684003,"Block Group 3, Census Tract 2684, Essex County, Massachusetts",563,563,133,45,33,102,45,16,78,111,1.91571196384217,0.933397997061613
1500000US250092683002,250092683002,"Block Group 2, Census Tract 2683, Essex County, Massachusetts",695,695,129,55,110,134,46,84,37,100,1.99267501752305,0.97089693297127
1500000US250092683004,250092683004,"Block Group 4, Census Tract 2683, Essex County, Massachusetts",255,255,16,0,32,88,77,14,13,15,1.64065365150984,0.799380523322384
1500000US250092211003,250092211003,"Block Group 3, Census Tract 2211, Essex County, Massachusetts",480,480,120,41,28,101,69,73,36,12,1.90218857899045,0.926808958327015
1500000US250092201012,250092201012,"Block Group 2, Census Tract 2201.01, Essex County, Massachusetts",392,392,26,62,64,82,67,48,34,9,1.95259941497467,0.951370778802105
1500000US250092201014,250092201014,"Block Group 4, Census Tract 2201.01, Essex County, Massachusetts",604,604,117,68,117,127,26,44,76,29,1.9424994438169,0.946449740030631
1500000US250092213004,250092213004,"Block Group 4, Census Tract 2213, Essex County, Massachusetts",536,536,149,88,19,56,38,78,51,57,1.93714485765254,0.943840809202179
1500000US250092201011,250092201011,"Block Group 1, Census Tract 2201.01, Essex County, Massachusetts",314,314,80,25,16,64,0,34,25,70,1.80249240091277,0.878233695088713
1500000US250092201021,250092201021,"Block Group 1, Census Tract 2201.02, Essex County, Massachusetts",1052,1052,160,109,129,351,86,120,76,21,1.86521638201898,0.908794885621158
1500000US250092211001,250092211001,"Block Group 1, Census Tract 2211, Essex County, Massachusetts",581,581,112,0,46,170,72,45,68,68,1.83678529620671,0.894942323726497
1500000US250092201013,250092201013,"Block Group 3, Census Tract 2201.01, Essex County, Massachusetts",536,536,157,25,56,124,42,16,14,102,1.79257694284146,0.873402557173201
1500000US250092201022,250092201022,"Block Group 2, Census Tract 2201.02, Essex County, Massachusetts",303,303,91,26,37,70,28,18,7,26,1.85281645649331,0.902753233291461
1500000US250092211002,250092211002,"Block Group 2, Census Tract 2211, Essex County, Massachusetts",731,731,126,60,65,115,133,56,58,118,2.01668819251653,0.98259694313201
1500000US250092213003,250092213003,"Block Group 3, Census Tract 2213, Essex County, Massachusetts",224,224,80,30,0,31,62,14,0,7,1.54779711840142,0.754137760499286
1500000US250092213001,250092213001,"Block Group 1, Census Tract 2213, Essex County, Massachusetts",673,673,95,100,10,175,75,32,88,98,1.90840754412314,0.929839043072641
1500000US250092214001,250092214001,"Block Group 1, Census Tract 2214, Essex County, Massachusetts",514,514,205,80,69,73,33,10,31,13,1.71820651455497,0.837166833790236
1500000US250092214002,250092214002,"Block Group 2, Census Tract 2214, Essex County, Massachusetts",691,691,168,143,90,137,59,44,26,24,1.88170589781276,0.916829121093364
1500000US250092215001,250092215001,"Block Group 1, Census Tract 2215, Essex County, Massachusetts",895,895,400,199,102,91,31,43,24,5,1.56252806373208,0.761315162491854
1500000US250092215002,250092215002,"Block Group 2, Census Tract 2215, Essex County, Massachusetts",699,699,245,52,136,173,70,8,15,0,1.58890053114463,0.774164697664705
1500000US250092216001,250092216001,"Block Group 1, Census Tract 2216, Essex County, Massachusetts",276,276,62,42,34,56,0,38,6,38,1.83276494791502,0.892983477556624
1500000US250092216002,250092216002,"Block Group 2, Census Tract 2216, Essex County, Massachusetts",448,448,179,66,66,100,17,15,5,0,1.55361896183585,0.756974354467205
1500000US250092217001,250092217001,"Block Group 1, Census Tract 2217, Essex County, Massachusetts",553,553,158,90,44,139,66,32,14,10,1.78613101860472,0.870261890473121
1500000US250092218001,250092218001,"Block Group 1, Census Tract 2218, Essex County, Massachusetts",388,388,59,75,22,74,21,42,69,26,1.96958517843122,0.959646802488418
1500000US250092218002,250092218002,"Block Group 2, Census Tract 2218, Essex County, Massachusetts",281,281,82,19,15,29,55,26,24,31,1.92515758246646,0.938000213715959
1500000US250092219012,250092219012,"Block Group 2, Census Tract 2219.01, Essex County, Massachusetts",456,456,128,38,36,93,67,10,37,47,1.89194952228559,0.921820152493728
1500000US250092213002,250092213002,"Block Group 2, Census Tract 2213, Essex County, Massachusetts",571,571,41,70,29,61,113,40,99,118,1.97317964924999,0.961398147119584
1500000US250092217002,250092217002,"Block Group 2, Census Tract 2217, Essex County, Massachusetts",714,714,144,98,111,204,36,17,87,17,1.8278798797852,0.890603311386583
1500000US250092219021,250092219021,"Block Group 1, Census Tract 2219.02, Essex County, Massachusetts",740,740,123,95,53,283,76,35,61,14,1.77707322916141,0.865848636975853
1500000US250092214003,250092214003,"Block Group 3, Census Tract 2214, Essex County, Massachusetts",242,242,78,12,39,85,28,0,0,0,1.42510237258279,0.694356837187932
1500000US250092216003,250092216003,"Block Group 3, Census Tract 2216, Essex County, Massachusetts",343,343,74,91,37,58,22,26,10,25,1.88930514138239,0.920531722977651
1500000US250173344004,250173344004,"Block Group 4, Census Tract 3344, Middlesex County, Massachusetts",209,209,56,12,0,19,31,47,0,44,1.68157922998107,0.819320813770338
1500000US250173341003,250173341003,"Block Group 3, Census Tract 3341, Middlesex County, Massachusetts",1177,1177,53,108,82,318,125,77,257,157,1.91546978113392,0.933279997665531
1500000US250173335013,250173335013,"Block Group 3, Census Tract 3335.01, Middlesex County, Massachusetts",754,754,63,24,64,198,93,81,124,107,1.94936331904546,0.949794046226626
1500000US250173372011,250173372011,"Block Group 1, Census Tract 3372.01, Middlesex County, Massachusetts",846,846,172,117,73,213,50,124,31,66,1.9249294640951,0.93788906692827
1500000US250173372021,250173372021,"Block Group 1, Census Tract 3372.02, Middlesex County, Massachusetts",527,527,66,28,42,90,61,71,65,104,2.01758131401632,0.983032101357655
1500000US250173336003,250173336003,"Block Group 3, Census Tract 3336, Middlesex County, Massachusetts",319,319,28,12,42,112,13,45,67,0,1.70583949519496,0.831141214428805
1500000US250173341001,250173341001,"Block Group 1, Census Tract 3341, Middlesex County, Massachusetts",705,705,90,13,90,116,16,173,125,82,1.88373311441908,0.917816847826644
1500000US250173341002,250173341002,"Block Group 2, Census Tract 3341, Middlesex County, Massachusetts",728,728,46,14,0,162,41,69,167,229,1.67176805066871,0.814540483902482
1500000US250173342001,250173342001,"Block Group 1, Census Tract 3342, Middlesex County, Massachusetts",371,371,0,11,17,30,129,16,79,89,1.62366935837792,0.791105216026686
1500000US250173342002,250173342002,"Block Group 2, Census Tract 3342, Middlesex County, Massachusetts",324,324,35,8,19,43,49,74,53,43,1.95325663936588,0.951691000182959
1500000US250173342003,250173342003,"Block Group 3, Census Tract 3342, Middlesex County, Massachusetts",446,446,119,114,16,103,17,18,33,26,1.77146827455645,0.863117718392768
1500000US250173342004,250173342004,"Block Group 4, Census Tract 3342, Middlesex County, Massachusetts",407,407,55,31,22,64,56,9,62,108,1.91108443823097,0.931143314093415
1500000US250173343002,250173343002,"Block Group 2, Census Tract 3343, Middlesex County, Massachusetts",417,417,28,59,0,58,40,71,26,135,1.79685076712429,0.875484905198729
1500000US250173344001,250173344001,"Block Group 1, Census Tract 3344, Middlesex County, Massachusetts",449,449,57,28,0,60,29,44,115,116,1.80712110115668,0.88048895037667
1500000US250173344003,250173344003,"Block Group 3, Census Tract 3344, Middlesex County, Massachusetts",621,621,38,44,72,197,87,33,110,40,1.88709519248805,0.919454963052089
1500000US250173344005,250173344005,"Block Group 5, Census Tract 3344, Middlesex County, Massachusetts",623,623,145,54,76,167,48,37,45,51,1.92071543965289,0.935835855355668
1500000US250173352001,250173352001,"Block Group 1, Census Tract 3352, Middlesex County, Massachusetts",212,212,0,36,17,0,81,16,28,34,1.62695847354213,0.792707781320595
1500000US250173352003,250173352003,"Block Group 3, Census Tract 3352, Middlesex County, Massachusetts",254,254,51,13,13,35,35,0,50,57,1.8281168362895,0.890718764403881
1500000US250173353023,250173353023,"Block Group 3, Census Tract 3353.02, Middlesex County, Massachusetts",421,421,80,54,44,73,33,23,61,53,2.01801277189564,0.983242321854256
1500000US250173351002,250173351002,"Block Group 2, Census Tract 3351, Middlesex County, Massachusetts",336,336,10,21,64,70,77,0,16,78,1.74216552924605,0.848840455266907
1500000US250173361006,250173361006,"Block Group 6, Census Tract 3361, Middlesex County, Massachusetts",430,430,118,60,53,63,48,0,42,46,1.88015335908021,0.916072673062199
1500000US250173352002,250173352002,"Block Group 2, Census Tract 3352, Middlesex County, Massachusetts",365,365,78,17,23,120,48,15,50,14,1.80787092657676,0.880854290030261
1500000US250173353013,250173353013,"Block Group 3, Census Tract 3353.01, Middlesex County, Massachusetts",365,365,59,57,8,87,83,31,40,0,1.79860770409178,0.876340942785473
1500000US250173371011,250173371011,"Block Group 1, Census Tract 3371.01, Middlesex County, Massachusetts",480,480,59,0,25,47,37,92,72,148,1.80062062257879,0.877321703003861
1500000US250092084002,250092084002,"Block Group 2, Census Tract 2084, Essex County, Massachusetts",690,690,98,83,79,164,68,64,34,100,1.99877366195703,0.973868393507566
1500000US250092084003,250092084003,"Block Group 3, Census Tract 2084, Essex County, Massachusetts",620,620,50,18,35,155,33,138,123,68,1.8684825829891,0.910386286364616
1500000US250173351003,250173351003,"Block Group 3, Census Tract 3351, Middlesex County, Massachusetts",223,223,14,21,97,54,0,0,37,0,1.39982719745142,0.682041938973437
1500000US250173371022,250173371022,"Block Group 2, Census Tract 3371.02, Middlesex County, Massachusetts",853,853,71,94,41,156,139,78,97,177,1.99448685647589,0.971779720614454
1500000US250173372012,250173372012,"Block Group 2, Census Tract 3372.01, Middlesex County, Massachusetts",267,267,34,10,10,56,48,25,54,30,1.9351952558249,0.942890898946705
1500000US250173351004,250173351004,"Block Group 4, Census Tract 3351, Middlesex County, Massachusetts",671,671,148,36,130,199,32,16,65,45,1.81034709522918,0.882060760994676
1500000US250173351005,250173351005,"Block Group 5, Census Tract 3351, Middlesex County, Massachusetts",395,395,14,16,0,45,110,47,43,120,1.7083834210117,0.83238069891647
1500000US250173352004,250173352004,"Block Group 4, Census Tract 3352, Middlesex County, Massachusetts",780,780,92,129,161,134,103,12,47,102,1.94488736195599,0.947613212436841
1500000US250173353011,250173353011,"Block Group 1, Census Tract 3353.01, Middlesex County, Massachusetts",797,797,177,81,63,134,57,45,140,100,1.98379370360769,0.966569664166599
1500000US250173353012,250173353012,"Block Group 2, Census Tract 3353.01, Middlesex County, Massachusetts",610,610,78,18,37,224,62,25,101,65,1.80447661168216,0.879200467961071
1500000US250173354004,250173354004,"Block Group 4, Census Tract 3354, Middlesex County, Massachusetts",251,251,48,16,10,26,31,62,41,17,1.93711650170716,0.943826993251175
1500000US250173354001,250173354001,"Block Group 1, Census Tract 3354, Middlesex County, Massachusetts",214,214,10,20,18,49,17,40,23,37,1.96828200848778,0.959011855148733
1500000US250173361001,250173361001,"Block Group 1, Census Tract 3361, Middlesex County, Massachusetts",426,426,0,14,32,106,80,98,71,25,1.76996515365118,0.862385348355518
1500000US250173354002,250173354002,"Block Group 2, Census Tract 3354, Middlesex County, Massachusetts",772,772,57,25,68,171,128,58,78,187,1.91882525180042,0.934914893546761
1500000US250173362001,250173362001,"Block Group 1, Census Tract 3362, Middlesex County, Massachusetts",313,313,93,46,0,51,12,43,31,37,1.81719227919879,0.885395960193378
1500000US250173362007,250173362007,"Block Group 7, Census Tract 3362, Middlesex County, Massachusetts",335,335,39,11,0,47,16,127,60,35,1.69507463659598,0.825896220585999
1500000US250173352005,250173352005,"Block Group 5, Census Tract 3352, Middlesex County, Massachusetts",770,770,94,90,25,138,48,91,129,155,1.97439305908376,0.961989360375978
1500000US250173354003,250173354003,"Block Group 3, Census Tract 3354, Middlesex County, Massachusetts",658,658,102,63,76,192,35,68,79,43,1.94570758872261,0.948012853946395
1500000US250173371012,250173371012,"Block Group 2, Census Tract 3371.01, Middlesex County, Massachusetts",790,790,283,55,98,146,49,35,73,51,1.83170231238223,0.892465726508122
1500000US250251703001,250251703001,"Block Group 1, Census Tract 1703, Suffolk County, Massachusetts",758,758,184,33,39,204,47,109,98,44,1.86702464538222,0.909675931119263
1500000US250251704001,250251704001,"Block Group 1, Census Tract 1704, Suffolk County, Massachusetts",530,530,186,46,166,73,29,14,0,16,1.57691531058347,0.768325103259452
1500000US250092081014,250092081014,"Block Group 4, Census Tract 2081.01, Essex County, Massachusetts",513,513,93,31,73,91,71,19,112,23,1.93060730145795,0.940655496392695
1500000US250092081023,250092081023,"Block Group 3, Census Tract 2081.02, Essex County, Massachusetts",367,367,55,34,40,122,63,11,17,25,1.84548122985059,0.89917926915409
1500000US250092081022,250092081022,"Block Group 2, Census Tract 2081.02, Essex County, Massachusetts",280,280,50,21,10,90,15,26,37,31,1.87431220375771,0.913226669706032
1500000US250092081024,250092081024,"Block Group 4, Census Tract 2081.02, Essex County, Massachusetts",210,210,45,38,6,64,48,9,0,0,1.575489292721,0.767630300365422
1500000US250092082001,250092082001,"Block Group 1, Census Tract 2082, Essex County, Massachusetts",501,501,87,15,39,271,28,0,19,42,1.43330060237447,0.698351284897941
1500000US250092083003,250092083003,"Block Group 3, Census Tract 2083, Essex County, Massachusetts",457,457,10,70,50,111,14,30,160,12,1.70540782242633,0.830930889231055
1500000US250092083004,250092083004,"Block Group 4, Census Tract 2083, Essex County, Massachusetts",1209,1209,475,183,80,208,120,35,42,66,1.74261412979938,0.84905902823918
1500000US250092084001,250092084001,"Block Group 1, Census Tract 2084, Essex County, Massachusetts",282,282,33,34,16,64,35,32,34,34,2.02153759940684,0.984959733971023
1500000US250092082003,250092082003,"Block Group 3, Census Tract 2082, Essex County, Massachusetts",823,823,337,84,54,124,149,14,0,61,1.63400757467933,0.796142335683012
1500000US250092082004,250092082004,"Block Group 4, Census Tract 2082, Essex County, Massachusetts",515,515,104,55,18,125,76,46,83,8,1.87982043778175,0.915910462834866
1500000US250251703002,250251703002,"Block Group 2, Census Tract 1703, Suffolk County, Massachusetts",287,287,28,65,84,65,45,0,0,0,1.5498637679762,0.755144700274231
1500000US250173419025,250173419025,"Block Group 5, Census Tract 3419.02, Middlesex County, Massachusetts",552,552,222,19,12,92,26,84,83,14,1.67265702740227,0.814973622661438
1500000US250173362002,250173362002,"Block Group 2, Census Tract 3362, Middlesex County, Massachusetts",442,442,34,32,0,99,57,49,41,130,1.81098019416377,0.882369227658056
1500000US250173363001,250173363001,"Block Group 1, Census Tract 3363, Middlesex County, Massachusetts",256,256,12,45,0,22,16,10,77,74,1.68001052777401,0.818556490361761
1500000US250092081011,250092081011,"Block Group 1, Census Tract 2081.01, Essex County, Massachusetts",360,360,53,17,0,165,62,45,18,0,1.4964375397407,0.729113681328376
1500000US250092084004,250092084004,"Block Group 4, Census Tract 2084, Essex County, Massachusetts",721,721,49,33,0,102,203,63,171,100,1.78567248075274,0.870038475721483
1500000US250092081012,250092081012,"Block Group 2, Census Tract 2081.01, Essex County, Massachusetts",508,508,46,58,74,159,70,43,28,30,1.91838754294587,0.934701627369048
1500000US250092082002,250092082002,"Block Group 2, Census Tract 2082, Essex County, Massachusetts",358,358,33,15,15,47,66,140,25,17,1.76163112201092,0.858324733509817
1500000US250092661005,250092661005,"Block Group 5, Census Tract 2661, Essex County, Massachusetts",304,304,59,84,7,97,19,0,18,20,1.64460226071917,0.801304415847321
1500000US250092662001,250092662001,"Block Group 1, Census Tract 2662, Essex County, Massachusetts",837,837,139,120,96,280,81,44,65,12,1.83147499179311,0.892354968426227
1500000US250092662002,250092662002,"Block Group 2, Census Tract 2662, Essex County, Massachusetts",722,722,111,26,82,254,73,57,77,42,1.85845886831992,0.905502402267254
1500000US250092662003,250092662003,"Block Group 3, Census Tract 2662, Essex County, Massachusetts",634,634,29,36,67,140,171,46,127,18,1.84198108449819,0.897473882998434
1500000US250092663001,250092663001,"Block Group 1, Census Tract 2663, Essex County, Massachusetts",254,254,0,0,46,74,94,21,12,7,1.48590413827042,0.723981461025859
1500000US250092663002,250092663002,"Block Group 2, Census Tract 2663, Essex County, Massachusetts",512,512,68,45,106,164,57,7,57,8,1.78501657417886,0.869718896424661
1500000US250092663003,250092663003,"Block Group 3, Census Tract 2663, Essex County, Massachusetts",849,849,246,85,47,272,30,111,32,26,1.72865300653796,0.842256708926626
1500000US250092664001,250092664001,"Block Group 1, Census Tract 2664, Essex County, Massachusetts",351,351,23,7,78,79,57,58,26,23,1.89060417027603,0.921164652661412
1500000US250092664002,250092664002,"Block Group 2, Census Tract 2664, Essex County, Massachusetts",329,329,9,23,0,146,55,13,83,0,1.41912950695468,0.691446660230633
1500000US250092664003,250092664003,"Block Group 3, Census Tract 2664, Essex County, Massachusetts",561,561,201,63,91,168,0,0,9,29,1.4888607661627,0.725422027564464
1500000US250092671023,250092671023,"Block Group 3, Census Tract 2671.02, Essex County, Massachusetts",404,404,58,31,120,21,79,20,20,55,1.87811716817994,0.915080573757179
1500000US250092671024,250092671024,"Block Group 4, Census Tract 2671.02, Essex County, Massachusetts",312,312,35,39,49,108,35,25,11,10,1.83916591155122,0.896102237970538
1500000US250092664004,250092664004,"Block Group 4, Census Tract 2664, Essex County, Massachusetts",275,275,68,31,0,40,17,51,32,36,1.8730137513121,0.912594020886748
1500000US250092661003,250092661003,"Block Group 3, Census Tract 2661, Essex County, Massachusetts",312,312,37,26,20,106,42,32,29,20,1.90324177883021,0.927322111994942
1500000US250214104001,250214104001,"Block Group 1, Census Tract 4104, Norfolk County, Massachusetts",333,333,0,33,0,49,87,91,38,35,1.70072020237225,0.828646926270001
1500000US250214101002,250214101002,"Block Group 2, Census Tract 4101, Norfolk County, Massachusetts",1215,1215,274,196,146,177,83,157,80,102,2.00028012663045,0.974602392738845
1500000US250214104003,250214104003,"Block Group 3, Census Tract 4104, Norfolk County, Massachusetts",236,236,0,36,0,45,14,17,79,45,1.64220419624505,0.800135999812335
1500000US250214111005,250214111005,"Block Group 5, Census Tract 4111, Norfolk County, Massachusetts",522,522,63,20,18,115,88,62,27,129,1.88138906924413,0.916674751774304
1500000US250214101003,250214101003,"Block Group 3, Census Tract 4101, Norfolk County, Massachusetts",273,273,15,29,11,140,0,46,0,32,1.42082647511055,0.692273479036203
1500000US250214101004,250214101004,"Block Group 4, Census Tract 4101, Norfolk County, Massachusetts",699,699,40,47,37,38,134,69,132,202,1.8778221829356,0.914936847225518
1500000US250214101001,250214101001,"Block Group 1, Census Tract 4101, Norfolk County, Massachusetts",248,248,18,0,0,120,20,0,29,61,1.34062539523258,0.653196870060951
1500000US250214103001,250214103001,"Block Group 1, Census Tract 4103, Norfolk County, Massachusetts",701,701,51,36,44,148,130,108,62,122,1.96471316537732,0.957272997181563
1500000US250214104002,250214104002,"Block Group 2, Census Tract 4104, Norfolk County, Massachusetts",513,513,18,19,0,96,83,88,102,107,1.79844781205025,0.876263038113933
1500000US250214141003,250214141003,"Block Group 3, Census Tract 4141, Norfolk County, Massachusetts",759,759,32,17,63,131,64,93,69,290,1.77975461070209,0.867155094421786
1500000US250214111002,250214111002,"Block Group 2, Census Tract 4111, Norfolk County, Massachusetts",549,549,35,15,49,87,39,111,94,119,1.92610700643228,0.938462804358386
1500000US250214103002,250214103002,"Block Group 2, Census Tract 4103, Norfolk County, Massachusetts",1074,1074,66,106,48,307,121,74,222,130,1.90859872550488,0.929932192941809
1500000US250214091012,250214091012,"Block Group 2, Census Tract 4091.01, Norfolk County, Massachusetts",324,324,36,47,15,52,48,13,59,54,1.98077165368416,0.965097221858524
1500000US250214412031,250214412031,"Block Group 1, Census Tract 4412.03, Norfolk County, Massachusetts",1052,1052,189,97,76,228,92,116,118,136,2.01553342235813,0.982034301057807
1500000US250214104004,250214104004,"Block Group 4, Census Tract 4104, Norfolk County, Massachusetts",458,458,31,55,0,225,28,105,0,14,1.40111834418213,0.682671028207681
1500000US250214104005,250214104005,"Block Group 5, Census Tract 4104, Norfolk County, Massachusetts",876,876,133,240,43,294,33,20,32,81,1.70615700686619,0.831295916577958
1500000US250214111001,250214111001,"Block Group 1, Census Tract 4111, Norfolk County, Massachusetts",611,611,18,67,107,167,62,28,47,115,1.89096121563281,0.921338616924918
1500000US250214141001,250214141001,"Block Group 1, Census Tract 4141, Norfolk County, Massachusetts",344,344,0,0,17,98,68,39,67,55,1.68536666145281,0.821166175190246
1500000US250214143002,250214143002,"Block Group 2, Census Tract 4143, Norfolk County, Massachusetts",362,362,58,58,46,52,8,18,62,60,1.96126079632906,0.955590889215658
1500000US250214143003,250214143003,"Block Group 3, Census Tract 4143, Norfolk County, Massachusetts",431,431,29,52,21,76,52,31,59,111,1.95604359884812,0.953048898681121
1500000US250214151021,250214151021,"Block Group 1, Census Tract 4151.02, Norfolk County, Massachusetts",605,605,36,12,15,204,88,23,142,85,1.72453821180913,0.840251845340291
1500000US250214141002,250214141002,"Block Group 2, Census Tract 4141, Norfolk County, Massachusetts",170,170,34,0,0,34,27,58,0,17,1.53314883401106,0.747000633640754
1500000US250214142001,250214142001,"Block Group 1, Census Tract 4142, Norfolk County, Massachusetts",249,249,0,17,0,52,29,58,29,64,1.69975542537589,0.828176855125166
1500000US250214142003,250214142003,"Block Group 3, Census Tract 4142, Norfolk County, Massachusetts",355,355,0,36,16,53,31,22,90,107,1.75035535091601,0.852830806262942
1500000US250214143001,250214143001,"Block Group 1, Census Tract 4143, Norfolk County, Massachusetts",1072,1072,185,45,25,220,75,107,168,247,1.89371347130623,0.92267960658383
1500000US250214151012,250214151012,"Block Group 2, Census Tract 4151.01, Norfolk County, Massachusetts",1238,1238,107,111,106,145,192,72,187,318,1.97859478173053,0.964036578108456
1500000US250214131003,250214131003,"Block Group 3, Census Tract 4131, Norfolk County, Massachusetts",383,383,39,67,46,49,44,21,81,36,2.0138146577403,0.981196862297707
1500000US250214564012,250214564012,"Block Group 2, Census Tract 4564.01, Norfolk County, Massachusetts",553,553,105,52,17,116,63,85,55,60,1.97825412695538,0.963870599876441
1500000US250214564023,250214564023,"Block Group 3, Census Tract 4564.02, Norfolk County, Massachusetts",827,827,78,33,82,114,147,148,139,86,2.00361800776933,0.976228718422597
1500000US250214112001,250214112001,"Block Group 1, Census Tract 4112, Norfolk County, Massachusetts",545,545,14,15,54,108,80,54,132,88,1.89134427279371,0.921525254996552
1500000US250214141004,250214141004,"Block Group 4, Census Tract 4141, Norfolk County, Massachusetts",790,790,182,48,47,110,106,92,68,137,1.98564098730421,0.967469721656912
1500000US250214135001,250214135001,"Block Group 1, Census Tract 4135, Norfolk County, Massachusetts",644,644,0,33,43,175,111,44,190,48,1.72706469130315,0.841482829404622
1500000US250214563021,250214563021,"Block Group 1, Census Tract 4563.02, Norfolk County, Massachusetts",1061,1061,401,87,65,211,74,45,133,45,1.77921346056546,0.866891428242752
1500000US250214175012,250214175012,"Block Group 2, Census Tract 4175.01, Norfolk County, Massachusetts",472,472,91,12,44,136,42,0,73,74,1.78490486839946,0.869664469687906
1500000US250214181013,250214181013,"Block Group 3, Census Tract 4181.01, Norfolk County, Massachusetts",263,263,91,13,39,106,0,14,0,0,1.32126883244551,0.643765714816084
1500000US250214179021,250214179021,"Block Group 1, Census Tract 4179.02, Norfolk County, Massachusetts",534,534,103,77,48,99,87,39,31,50,1.99939905789326,0.974173107016314
1500000US250214171003,250214171003,"Block Group 3, Census Tract 4171, Norfolk County, Massachusetts",427,427,0,8,17,174,45,0,79,104,1.46198629158698,0.712327897959114
1500000US250214180023,250214180023,"Block Group 3, Census Tract 4180.02, Norfolk County, Massachusetts",558,558,63,16,96,131,112,30,23,87,1.89180456925765,0.921749526601893
1500000US250214182004,250214182004,"Block Group 4, Census Tract 4182, Norfolk County, Massachusetts",1001,1001,41,99,60,171,211,64,178,177,1.94771080338164,0.948988886140022
1500000US250214171001,250214171001,"Block Group 1, Census Tract 4171, Norfolk County, Massachusetts",271,271,15,31,28,76,9,0,21,91,1.67698958108822,0.817084585587472
1500000US250214194001,250214194001,"Block Group 1, Census Tract 4194, Norfolk County, Massachusetts",298,298,33,50,11,84,40,67,13,0,1.76365293545113,0.859309827642516
1500000US250214201001,250214201001,"Block Group 1, Census Tract 4201, Norfolk County, Massachusetts",275,275,36,19,0,61,25,32,56,46,1.87630938299705,0.914199761244301
1500000US250214202021,250214202021,"Block Group 1, Census Tract 4202.02, Norfolk County, Massachusetts",546,546,0,123,60,131,88,52,81,11,1.80077329561111,0.877396090336227
1500000US250214172004,250214172004,"Block Group 4, Census Tract 4172, Norfolk County, Massachusetts",308,308,87,34,85,21,12,16,29,24,1.8401784761391,0.896595592804702
1500000US250214172007,250214172007,"Block Group 7, Census Tract 4172, Norfolk County, Massachusetts",228,228,37,16,16,81,36,30,0,12,1.74891288141182,0.852127987586938
1500000US250214174001,250214174001,"Block Group 1, Census Tract 4174, Norfolk County, Massachusetts",412,412,54,21,39,44,62,21,29,142,1.87073285878618,0.911482694886084
1500000US250214174003,250214174003,"Block Group 3, Census Tract 4174, Norfolk County, Massachusetts",208,208,0,38,43,59,39,8,12,9,1.73348555200497,0.844611284324574
1500000US250214175011,250214175011,"Block Group 1, Census Tract 4175.01, Norfolk County, Massachusetts",371,371,37,29,22,169,42,0,0,72,1.51966987077352,0.740433238580403
1500000US250214175014,250214175014,"Block Group 4, Census Tract 4175.01, Norfolk County, Massachusetts",445,445,131,11,34,80,111,50,0,28,1.72246346227191,0.839240958996733
1500000US250214175022,250214175022,"Block Group 2, Census Tract 4175.02, Norfolk County, Massachusetts",343,343,100,29,6,67,49,31,37,24,1.87952749490464,0.915767731411817
1500000US250214175024,250214175024,"Block Group 4, Census Tract 4175.02, Norfolk County, Massachusetts",667,667,122,67,49,219,96,10,67,37,1.83227651972107,0.892745499245402
1500000US250214176011,250214176011,"Block Group 1, Census Tract 4176.01, Norfolk County, Massachusetts",359,359,104,14,18,159,33,0,31,0,1.42709879854985,0.69532956170712
1500000US250214161012,250214161012,"Block Group 2, Census Tract 4161.01, Norfolk County, Massachusetts",647,647,63,49,41,101,17,78,125,173,1.90797707093432,0.929629302349704
1500000US250214176012,250214176012,"Block Group 2, Census Tract 4176.01, Norfolk County, Massachusetts",489,489,48,30,49,183,33,108,15,23,1.76356745350032,0.859268178019201
1500000US250214176014,250214176014,"Block Group 4, Census Tract 4176.01, Norfolk County, Massachusetts",471,471,159,15,71,94,82,0,50,0,1.6256677956726,0.79207892053097
1500000US250214176021,250214176021,"Block Group 1, Census Tract 4176.02, Norfolk County, Massachusetts",606,606,21,63,60,212,101,25,57,67,1.84421196873089,0.898560843310725
1500000US250214176022,250214176022,"Block Group 2, Census Tract 4176.02, Norfolk County, Massachusetts",672,672,106,63,28,177,61,70,139,28,1.9088091793072,0.930034732969362
1500000US250214177014,250214177014,"Block Group 4, Census Tract 4177.01, Norfolk County, Massachusetts",650,650,350,116,26,57,101,0,0,0,1.27238056182254,0.619945738357948
